timestamp	player	primary	rtt	rtt_max	gap	jitter	cmd_resp	cmd_upload	server_queue	commands	burst	frame_gap	frame_work	renderer	server_tick	server_lag	slow_count	payload_p95	over_budget	pred_mode	pred_ticks
2026-06-30T00:32:45.365352Z	9	packet_budget_pressure	211	211	434	33	70	52	18	2	1	33	19	17	7	0	19	8192	10000	disabled	0
2026-06-30T00:32:46.686039Z	7	command_upload_delay	33	66	530	30	300	300	78	6	2	50	15	13	6	0	19	6144	10000	resyncing	1
2026-06-30T00:32:55.374733Z	9	command_density	38	69	188	13	151	142	52	24	10	25	18	16	6	1	19	8192	10000	disabled	0
2026-06-30T00:32:56.689691Z	7	command_server_queue	32	78	186	28	110	77	76	4	2	33	11	9	7	0	19	6144	10000	tracking	1
2026-06-30T00:33:05.354071Z	9	command_upload_delay	28	40	291	7	279	270	28	4	2	33	17	16	9	0	19	8192	10000	disabled	0
2026-06-30T00:33:06.783295Z	7	command_upload_delay	32	111	374	33	408	408	47	6	2	33	13	12	7	0	20	6144	10000	resyncing	1
2026-06-30T00:33:15.353382Z	9	command_upload_delay	32	217	307	15	289	236	251	12	4	25	15	14	6	0	20	8192	10000	disabled	0
2026-06-30T00:33:16.701782Z	7	prediction_correction	33	76	283	17	126	96	31	8	2	33	11	10	5	0	20	6144	10000	resyncing	1
2026-06-30T00:33:25.351158Z	9	command_server_queue	36	102	250	16	124	28	96	1	1	25	14	13	6	0	20	8192	10000	disabled	0
2026-06-30T00:33:26.714183Z	7	prediction_correction	78	78	420	18	77	50	32	9	5	33	10	9	5	0	20	6144	10000	resyncing	5
2026-06-30T00:33:35.406055Z	9	command_upload_delay	64	146	326	67	416	405	43	5	2	25	15	14	7	0	20	8192	10000	disabled	0
2026-06-30T00:33:36.737920Z	7	prediction_correction	33	95	360	18	79	64	47	4	2	33	12	11	5	0	20	4096	10000	tracking	1
2026-06-30T00:33:45.359720Z	9	packet_budget_pressure	40	187	356	14	168	139	45	15	2	25	15	14	6	0	21	8192	10000	disabled	0
2026-06-30T00:33:46.819461Z	7	command_upload_delay	78	78	233	32	234	234	46	26	2	33	10	9	6	0	21	4096	10000	predicting	2
2026-06-30T00:33:55.402994Z	9	command_upload_delay	36	103	444	6	206	206	50	13	2	25	17	16	7	0	21	8192	10000	disabled	0
2026-06-30T00:33:56.845781Z	7	command_upload_delay	62	62	424	18	453	408	422	29	6	33	9	7	6	0	21	4096	10000	resyncing	3
2026-06-30T00:34:05.360963Z	9	command_upload_delay	28	77	497	24	463	452	90	8	2	33	18	17	9	0	21	8192	10000	disabled	0
2026-06-30T00:34:06.921763Z	7	prediction_correction	30	64	345	18	62	46	16	1	1	33	13	11	5	0	21	4096	10000	resyncing	1
2026-06-30T00:34:15.362607Z	9	packet_budget_pressure	26	42	498	56	73	64	27	3	2	33	17	16	6	0	21	8192	10000	disabled	0
2026-06-30T00:34:17.143411Z	7	prediction_correction	48	66	375	18	125	125	64	7	2	33	11	10	7	0	21	4096	10000	predicting	1
2026-06-30T00:34:25.350428Z	9	command_upload_delay	96	96	402	45	209	192	94	13	2	25	19	18	6	1	21	8192	10000	disabled	0
2026-06-30T00:34:26.940897Z	7	command_upload_delay	30	331	326	18	373	373	46	9	2	33	9	8	7	0	21	4096	10000	resyncing	1
2026-06-30T00:34:35.357998Z	9	command_server_queue	27	72	111	54	126	95	94	19	6	25	16	15	7	0	21	8192	10000	disabled	0
2026-06-30T00:34:36.973904Z	7	prediction_correction	31	46	268	30	77	47	48	7	2	33	13	11	5	1	21	4096	10000	resyncing	1
2026-06-30T00:34:45.360644Z	9	packet_budget_pressure	27	59	306	38	99	64	38	10	4	25	14	9	6	1	21	8192	10000	disabled	0
2026-06-30T00:34:47.005529Z	7	command_density	31	160	296	29	110	110	31	20	5	33	14	12	6	0	21	4096	10000	resyncing	4
2026-06-30T00:34:55.347396Z	9	command_server_queue	19	73	489	40	151	126	114	12	2	25	20	19	6	0	21	8192	10000	disabled	0
2026-06-30T00:34:57.014235Z	7	command_server_queue	33	314	296	18	203	93	170	6	2	33	12	12	7	0	21	4096	10000	resyncing	1
2026-06-30T00:35:05.354447Z	9	command_server_queue	29	106	258	54	124	103	88	18	4	25	16	15	8	1	21	8192	10000	disabled	0
2026-06-30T00:35:07.036878Z	7	prediction_correction	32	85	281	18	77	47	32	3	1	33	10	9	6	0	21	4096	10000	tracking	1
2026-06-30T00:35:15.354915Z	9	command_upload_delay	180	180	347	33	344	325	94	37	2	25	19	17	7	0	21	8192	10000	disabled	0
2026-06-30T00:35:17.068206Z	7	prediction_correction	48	96	216	14	93	63	62	16	2	50	10	9	5	0	21	4096	10000	resyncing	1
2026-06-30T00:35:25.443905Z	9	command_upload_delay	28	57	283	24	322	226	283	9	2	25	10	9	6	0	21	8192	10000	disabled	0
2026-06-30T00:35:27.152418Z	7	command_upload_delay	32	188	217	17	183	183	47	9	2	33	13	12	6	0	21	4096	10000	resyncing	1
2026-06-30T00:35:35.355254Z	9	command_upload_delay	19	204	279	18	220	201	49	9	2	25	17	16	8	0	21	8192	10000	disabled	0
2026-06-30T00:35:37.083642Z	7	prediction_correction	49	49	326	13	141	126	47	16	2	33	10	9	6	0	21	4096	10000	tracking	1
2026-06-30T00:35:45.351815Z	9	packet_budget_pressure	140	140	251	8	75	57	36	3	1	25	16	9	8	0	21	8192	10000	disabled	0
2026-06-30T00:35:47.107847Z	7	prediction_correction	33	62	294	28	95	62	47	11	2	33	10	9	5	0	21	4096	10000	resyncing	1
2026-06-30T00:35:55.358783Z	9	command_server_queue	21	75	252	33	139	86	81	8	4	33	22	21	6	0	22	8192	10000	disabled	0
2026-06-30T00:35:57.117447Z	7	prediction_correction	32	64	263	18	108	80	62	17	2	33	9	8	6	1	22	4096	10000	resyncing	1
2026-06-30T00:36:05.424941Z	9	command_server_queue	63	63	130	20	134	86	84	7	2	42	19	18	9	0	22	8192	10000	disabled	0
2026-06-30T00:36:07.185747Z	7	prediction_correction	61	61	219	18	95	48	48	7	3	33	11	9	7	0	22	6144	10000	resyncing	1
2026-06-30T00:36:15.394916Z	9	command_response_delay	21	97	270	8	189	178	50	16	2	25	11	10	7	0	22	8192	10000	disabled	0
2026-06-30T00:36:17.196690Z	7	prediction_correction	31	34	265	14	159	159	60	9	2	50	10	9	6	1	22	6144	10000	resyncing	1
2026-06-30T00:36:25.360750Z	9	command_server_queue	31	376	332	7	127	100	74	6	2	26	19	18	6	0	23	8192	10000	disabled	0
2026-06-30T00:36:27.214065Z	7	prediction_correction	63	145	419	32	94	61	46	7	2	33	13	12	6	0	23	6144	10000	resyncing	1
2026-06-30T00:36:35.360295Z	9	command_upload_delay	20	110	328	68	350	350	79	29	2	25	21	19	6	0	23	8192	10000	disabled	0
2026-06-30T00:36:37.220203Z	7	command_upload_delay	32	61	434	29	282	266	44	8	1	33	11	8	5	0	23	6144	10000	resyncing	1
2026-06-30T00:36:45.358243Z	9	command_upload_delay	18	87	325	51	207	207	39	10	2	50	9	7	6	0	23	8192	10000	disabled	0
2026-06-30T00:36:47.229700Z	7	prediction_correction	63	77	232	17	62	31	32	3	1	33	14	12	5	0	23	6144	10000	resyncing	1
2026-06-30T00:36:55.357997Z	9	packet_budget_pressure	55	130	222	72	109	82	36	6	2	25	20	20	6	1	23	8192	10000	disabled	0
2026-06-30T00:36:57.250220Z	7	command_upload_delay	48	62	310	18	250	250	60	10	2	33	10	9	5	0	24	4096	10000	resyncing	1
2026-06-30T00:37:05.364307Z	9	command_upload_delay	18	87	259	33	269	259	97	11	2	25	20	19	6	0	24	8192	10000	disabled	0
2026-06-30T00:37:07.250284Z	7	command_server_queue	31	141	232	15	108	49	77	5	1	33	10	8	5	0	24	4096	10000	resyncing	1
2026-06-30T00:37:15.350257Z	9	command_upload_delay	38	65	226	73	325	317	43	9	4	34	22	21	7	1	24	8192	10000	disabled	0
2026-06-30T00:37:17.293443Z	7	prediction_correction	32	48	263	17	77	49	43	6	1	33	14	11	6	1	24	4096	10000	resyncing	1
2026-06-30T00:37:25.359188Z	9	command_upload_delay	59	687	458	33	763	730	49	7	2	33	20	19	6	0	24	8192	10000	disabled	0
2026-06-30T00:37:27.301672Z	7	prediction_correction	33	64	327	17	95	47	48	7	2	33	10	9	6	1	24	4096	10000	resyncing	1
2026-06-30T00:37:35.357023Z	9	packet_budget_pressure	31	95	286	24	93	49	44	5	2	33	25	24	7	1	25	8192	10000	disabled	0
2026-06-30T00:37:37.306642Z	7	prediction_correction	31	179	221	18	94	75	61	12	2	33	14	12	6	0	25	4096	10000	resyncing	1
2026-06-30T00:37:45.350708Z	9	command_upload_delay	19	100	246	46	190	180	39	10	2	33	11	10	6	1	25	8192	10000	disabled	0
2026-06-30T00:37:47.308216Z	7	prediction_correction	35	47	231	11	77	47	31	6	1	33	12	12	5	0	25	4096	10000	resyncing	1
2026-06-30T00:37:55.362845Z	9	command_upload_delay	41	41	316	57	309	299	36	7	1	58	49	47	6	0	27	8192	10000	disabled	0
2026-06-30T00:37:57.309840Z	7	command_upload_delay	31	62	389	17	420	420	76	17	2	50	9	8	5	0	27	4096	10000	resyncing	1
2026-06-30T00:38:05.363165Z	9	packet_budget_pressure	43	84	294	67	131	92	38	5	2	33	24	22	6	0	27	8192	10000	disabled	0
2026-06-30T00:38:07.353985Z	7	prediction_correction	31	79	203	12	95	95	46	13	2	33	9	8	6	1	27	4096	10000	resyncing	1
2026-06-30T00:38:15.364908Z	9	packet_budget_pressure	19	217	235	53	93	64	45	5	2	33	22	21	7	1	27	8192	10000	disabled	0
2026-06-30T00:38:17.372868Z	7	prediction_correction	33	64	215	14	76	46	45	5	2	33	11	9	5	0	27	4096	10000	resyncing	1
2026-06-30T00:38:25.357232Z	9	command_server_queue	317	317	265	33	121	89	79	12	4	33	24	23	5	0	27	8192	10000	disabled	0
2026-06-30T00:38:27.371905Z	7	command_density	31	62	281	12	94	78	61	22	7	33	13	11	5	0	27	4096	10000	resyncing	7
2026-06-30T00:38:35.357070Z	9	packet_budget_pressure	26	63	255	24	76	47	29	2	1	33	25	24	5	0	27	8192	10000	disabled	0
2026-06-30T00:38:37.373881Z	7	command_server_queue	48	131	266	17	168	168	77	21	2	33	13	12	5	0	27	4096	10000	resyncing	1
2026-06-30T00:38:45.358031Z	9	packet_budget_pressure	52	52	121	7	132	92	48	7	2	33	21	21	6	0	27	8192	10000	disabled	0
2026-06-30T00:38:47.382176Z	7	prediction_correction	32	236	455	45	76	47	46	6	2	33	9	7	5	0	27	4096	10000	tracking	1
2026-06-30T00:38:55.370736Z	9	packet_budget_pressure	21	88	113	22	128	97	40	18	2	33	23	22	7	2	28	8192	10000	disabled	0
2026-06-30T00:38:57.447703Z	7	command_upload_delay	33	46	483	18	423	422	63	27	4	33	13	12	6	1	28	4096	10000	predicting	3
2026-06-30T00:39:05.352316Z	9	command_server_queue	185	185	619	6	143	56	98	8	2	34	26	24	6	0	30	8192	10000	disabled	0
2026-06-30T00:39:07.440071Z	7	command_server_queue	47	48	124	17	141	63	110	22	2	33	10	9	6	0	30	4096	10000	resyncing	1
2026-06-30T00:39:15.367821Z	9	command_server_queue	59	59	184	7	134	114	94	10	2	33	11	10	5	0	30	8192	10000	disabled	0
2026-06-30T00:39:17.459149Z	7	prediction_correction	47	64	279	17	93	48	62	11	2	33	15	13	5	0	30	4096	10000	resyncing	1
2026-06-30T00:39:25.402743Z	9	packet_budget_pressure	48	789	694	7	109	98	29	7	2	33	25	23	8	0	30	8192	10000	disabled	0
2026-06-30T00:39:27.460016Z	7	command_upload_delay	32	33	420	15	436	436	46	12	2	33	9	8	5	0	30	4096	10000	resyncing	1
2026-06-30T00:39:35.364318Z	9	command_upload_delay	29	80	303	23	291	280	39	6	2	33	23	22	5	1	30	8192	10000	disabled	0
2026-06-30T00:39:37.476327Z	7	command_upload_delay	31	328	576	13	205	189	30	3	2	33	9	8	4	0	30	4096	10000	resyncing	1
2026-06-30T00:39:45.357724Z	9	command_server_queue	36	52	185	51	118	100	76	8	4	33	24	23	5	0	30	8192	10000	disabled	0
2026-06-30T00:39:47.497803Z	7	prediction_correction	34	47	249	18	173	173	31	11	2	33	10	8	5	0	30	4096	10000	resyncing	2
2026-06-30T00:39:55.353995Z	9	packet_budget_pressure	40	98	216	33	63	28	35	1	1	42	24	24	5	1	30	8192	10000	disabled	0
2026-06-30T00:39:57.509463Z	7	prediction_correction	31	62	250	31	138	111	47	13	2	33	9	8	5	0	30	4096	10000	tracking	1
2026-06-30T00:40:05.354558Z	9	command_upload_delay	40	305	323	13	449	440	39	8	2	33	27	25	8	0	30	8192	10000	disabled	0
2026-06-30T00:40:07.518165Z	7	command_density	222	222	235	12	92	92	46	21	2	33	8	8	7	0	30	4096	10000	tracking	2
2026-06-30T00:40:15.352983Z	9	packet_budget_pressure	83	83	246	6	93	70	37	8	2	34	26	25	7	0	30	8192	10000	disabled	0
2026-06-30T00:40:17.716690Z	7	command_response_delay	65	65	233	18	201	174	46	8	2	33	10	8	5	0	30	4096	10000	resyncing	1
2026-06-30T00:40:25.361651Z	9	command_upload_delay	38	728	637	14	726	717	168	23	2	42	25	24	8	1	30	8192	10000	disabled	0
2026-06-30T00:40:27.548093Z	7	prediction_correction	30	207	252	18	77	49	31	5	2	33	10	8	5	1	30	4096	10000	resyncing	1
2026-06-30T00:40:35.359282Z	9	packet_budget_pressure	29	46	267	13	134	110	38	10	2	42	28	27	6	0	30	8192	10000	disabled	0
2026-06-30T00:40:37.558289Z	7	prediction_correction	32	48	517	12	78	76	45	4	2	33	13	11	5	0	30	4096	10000	resyncing	1
2026-06-30T00:40:45.414240Z	9	packet_budget_pressure	28	48	332	33	80	74	36	3	1	33	25	24	5	1	30	8192	10000	disabled	0
2026-06-30T00:40:47.587655Z	7	command_server_queue	48	48	469	15	280	154	247	2	2	33	13	11	5	0	32	4096	10000	resyncing	1
2026-06-30T00:40:55.377857Z	9	command_upload_delay	24	81	322	22	381	236	283	32	2	43	28	27	6	0	32	8192	10000	disabled	0
2026-06-30T00:40:57.603768Z	7	command_density	48	94	172	33	173	143	48	32	2	33	14	12	5	0	32	4096	10000	resyncing	1
2026-06-30T00:41:05.361937Z	9	packet_budget_pressure	211	211	292	6	67	30	37	3	2	42	28	27	5	0	32	8192	10000	disabled	0
2026-06-30T00:41:07.604344Z	7	command_upload_delay	30	78	205	18	203	189	62	25	2	33	12	11	6	0	32	4096	10000	tracking	2
2026-06-30T00:41:15.365032Z	9	command_server_queue	29	284	718	684	243	104	216	19	2	33	11	10	5	1	32	8192	10000	disabled	0
2026-06-30T00:41:17.670702Z	7	prediction_correction	47	48	298	17	0	0	0	0	0	33	12	11	6	0	32	3072	10000	tracking	0
2026-06-30T00:41:25.354776Z	9	command_upload_delay	68	122	593	51	575	575	97	22	2	34	24	11	7	0	32	8192	10000	disabled	0
2026-06-30T00:41:25.966753Z	9	snapshot_gap	50	50	87	53	0	0	0	0	0	18	5	5	5	0	32	8192	10000	disabled	0
2026-06-30T00:41:26.058000Z	7	prediction_correction	33	49	202	5	0	0	0	0	0	33	8	7	5	0	32	3072	10000	tracking	0
